iter	RMSE
215	41.69365477
216	41.6337892
217	41.57809208
218	41.52195939
219	41.4666505
220	41.40847227
221	41.3479509
222	41.28182821
223	41.22148107
224	41.16318814
225	41.10306228
226	41.04230011
227	40.99677646
228	40.9451185
229	40.89057503
230	40.83118186
231	40.77228202
232	40.71305377
233	40.65738442
234	40.59508725
235	40.53787372
236	40.48713922
237	40.43063847
238	40.37770152
239	40.32327666
240	40.26505989
241	40.21364225
242	40.16292274
243	40.10936472
244	40.05327886
245	39.99936202
246	39.94917891
247	39.88945145
248	39.84075318
249	39.79283558
250	39.74367428
251	39.69106002
252	39.63716202
253	39.57725143
254	39.52705936
255	39.48026189
256	39.42682563
257	39.3706068
258	39.32158352
259	39.27492852
260	39.22870687
261	39.18116332
262	39.1350216
263	39.07867033
264	39.02626453
265	38.97647903
266	38.92715641
267	38.88330019
268	38.83780695
269	38.7924192
270	38.74043001
271	38.69167671
272	38.64266781
273	38.59808481
274	38.54950039
275	38.50067503
276	38.45129593
277	38.40181095
278	38.35320679
279	38.30621769
280	38.26260208
281	38.2167513
282	38.1723714
283	38.14552756
284	38.10576329
285	38.06662378
286	38.02842549
287	37.98840748
288	37.93902708
289	37.89758683
290	37.84777612
291	37.80411469
292	37.7522066
293	37.70635756
294	37.66195922
295	37.61896823
296	37.57829667
297	37.53697532
298	37.49665603
299	37.45483569
300	37.41135874
301	37.36983647
302	37.3259094
303	37.28051684
304	37.23807935
305	37.19638868
306	37.14861153
307	37.10665512
308	37.06542142
309	37.02700536
310	36.99214264
311	36.95652094
312	36.91957594
313	36.87852286
314	36.83977663
315	36.79552071
316	36.75664323
317	36.71338353
318	36.67642515
319	36.64070064
320	36.6073353
321	36.570837
322	36.53054751
323	36.49265045
324	36.45587399
325	36.41599875
326	36.38456077
327	36.35136902
328	36.31786038
329	36.2794043
330	36.23814339
331	36.20550324
332	36.17144653
333	36.13986244
334	36.10202451
335	36.06496899
336	36.03111348
337	35.9945798
338	35.95708889
339	35.92091824
340	35.88093918
341	35.84596342
342	35.81445591
343	35.77906759
344	35.73775067
345	35.6933836
346	35.66161589
347	35.63111992
348	35.59953408
349	35.56095573
350	35.52516963
351	35.49103738
352	35.4569374
353	35.42439485
354	35.39427005
355	35.36018792
356	35.3281416
357	35.29637591
358	35.26500545
359	35.23386059
360	35.20697678
361	35.17880916
362	35.14799757
363	35.11588366
364	35.0824281
365	35.05545545
366	35.01449766
367	34.97905204
368	34.94756625
369	34.9158142
370	34.88562992
371	34.85454355
372	34.82602842
373	34.78977699
374	34.76335101
375	34.73716982
376	34.71510398
377	34.68941966
378	34.66038626
379	34.63267137
380	34.59805504
381	34.56839476
382	34.53867409
383	34.51300396
384	34.47738064
385	34.44497709
386	34.41330835
387	34.38532952
388	34.35398267
389	34.32298132
390	34.29033377
391	34.24992046
392	34.22082006
393	34.19077341
394	34.15974113
395	34.12870923
396	34.09954933
397	34.07057885
398	34.03912016
399	34.01301649
400	33.98649856
401	33.96071597
402	33.93163807
403	33.90928668
404	33.8887075
405	33.85805506
406	33.8322429
407	33.80519535
408	33.77200512
409	33.74340769
410	33.72051346
411	33.69681256
412	33.67323318
413	33.65681175
414	33.63310054
415	33.60358886
416	33.57721299
417	33.55045549
418	33.52785287
419	33.50355097
420	33.47562235
421	33.44971786
422	33.4324041
423	33.40910378
424	33.39024602
425	33.36355274
426	33.346332
427	33.3207067
428	33.29372115
429	33.27092755
430	33.24699751
431	33.22250413
432	33.19615715
433	33.17485956
434	33.15013425
435	33.12212126
436	33.1004691
437	33.07467496
438	33.05816214
439	33.03525783
440	33.00975503
441	32.98854866
442	32.96799085
443	32.94596599
444	32.91339382
445	32.88975645
446	32.86805377
447	32.8433512
448	32.82475546
449	32.80104483
450	32.77626808
451	32.75116978
452	32.72457638
453	32.70433224
454	32.68079812
455	32.65373632
456	32.62890613
457	32.59900541
458	32.57716488
459	32.5562045
460	32.53192991
461	32.51789189
462	32.49296708
463	32.46914317
464	32.44938422
465	32.42675468
466	32.40490582
467	32.38080172
468	32.35511193
469	32.32871118
470	32.30613002
471	32.2860651
472	32.26542573
473	32.24239198
474	32.22326684
475	32.19988833
476	32.17450479
477	32.15095437
478	32.13244862
479	32.11203499
480	32.09187458
481	32.07550838
482	32.05584705
483	32.03805864
484	32.01734013
485	31.99315048
486	31.97344262
487	31.94787668
488	31.92569687
489	31.90491518
490	31.88152689
491	31.85699037
492	31.83664048
493	31.81380807
494	31.79610505
495	31.77541543
496	31.7551092
497	31.7367185
498	31.72115129
499	31.70091871
500	31.67578275
501	31.65556206
502	31.63594002
503	31.61898328
504	31.60282866
505	31.58402847
506	31.5590248
507	31.5390996
508	31.52438884
509	31.50315453
510	31.48521178
511	31.46808045
512	31.45443006
513	31.43532623
514	31.41637002
515	31.40136778
516	31.3822619
517	31.36690103
518	31.34826222
519	31.32920916
520	31.31056164
521	31.29719245
522	31.27889819
523	31.26286235
524	31.24424524
525	31.22400904
526	31.20829416
527	31.18910038
528	31.17239735
529	31.14990712
530	31.12968882
531	31.10800927
532	31.09170947
533	31.07985831
534	31.05841884
535	31.03653652
536	31.01929579
537	31.00187688
538	30.98420504
539	30.96704722
540	30.95222402
541	30.93773946
542	30.92016148
543	30.89913902
544	30.88342505
545	30.86391526
546	30.84702423
547	30.83004428
548	30.8128269
549	30.79752867
550	30.78237623
551	30.76401791
552	30.74229975
553	30.72792413
554	30.7125131
555	30.69096713
556	30.67054572
557	30.65819331
558	30.64649384
559	30.63025816
560	30.61643769
561	30.5927528
562	30.57563447
563	30.56345247
564	30.54523522
565	30.52595085
566	30.51233517
567	30.49704825
568	30.48424542
569	30.46941031
570	30.44898546
571	30.43422809
572	30.41724396
573	30.39679274
574	30.37715398
575	30.35781751
576	30.33900422
577	30.32470204
578	30.3076126
579	30.29326139
580	30.28026483
581	30.26558445
582	30.2527808
583	30.23598068
584	30.21816829
585	30.20373412
586	30.18706107
587	30.171783
588	30.15845695
589	30.14585103
590	30.13351019
591	30.12078646
592	30.10834073
593	30.0961506
594	30.07913841
595	30.06702371
596	30.05254689
597	30.03590837
598	30.02150644
599	30.00954757
600	29.9950253
601	29.98283401
602	29.96740346
603	29.95384042
604	29.93882583
605	29.92252977
606	29.90989082
607	29.8974263
608	29.88234032
609	29.87157681
610	29.85880376
611	29.84541387
612	29.83088736
613	29.81391641
614	29.79950524
615	29.78393544
616	29.77098722
617	29.76206173
618	29.74548007
619	29.72519195
620	29.71178246
621	29.69448541
622	29.68253521
623	29.66763604
624	29.65295879
625	29.64343729
626	29.63267861
627	29.61948572
628	29.60528049
629	29.5941745
630	29.58107172
631	29.56653117
632	29.55145436
633	29.53401453
634	29.52116689
635	29.50777911
636	29.49395677
637	29.47967092
638	29.46859066
639	29.45386321
640	29.43737512
641	29.42717339
642	29.41332083
643	29.40204947
644	29.38667778
645	29.37152239
646	29.35749655
647	29.34343985
648	29.32869525
649	29.31238234
650	29.30101795
651	29.28458715
652	29.27442801
653	29.26258176
654	29.24979717
655	29.24021478
656	29.22533558
657	29.21472516
658	29.20141401
659	29.18818661
660	29.1770004
661	29.16896913
662	29.15861848
663	29.14617967
664	29.13575857
665	29.1233527
666	29.1095173
667	29.096321
668	29.08291149
669	29.0726084
670	29.06252503
671	29.04716186
672	29.03752547
673	29.02625243
674	29.01535137
675	29.00504769
676	28.99150032
677	28.9776437
678	28.96946349
679	28.9572075
680	28.9447847
681	28.93145004
682	28.91905473
683	28.90800956
684	28.89731231
685	28.8857992
686	28.87442235
687	28.86269487
688	28.85034143
689	28.83768282
690	28.82313223
691	28.80889434
692	28.79602934
693	28.78478728
694	28.77568375
695	28.76477633
696	28.75370377
697	28.74247002
698	28.72756611
699	28.71781227
700	28.70572962
701	28.69603281
702	28.68298569
703	28.66888284
704	28.657967
705	28.64354376
706	28.62860738
707	28.61919467
708	28.60821998
709	28.59900334
710	28.58886981
711	28.57932895
712	28.56460499
713	28.55361034
714	28.54118366
715	28.53184269
716	28.52174899
717	28.51234531
718	28.49773026
719	28.48456163
720	28.47027738
721	28.45763546
722	28.44442409
723	28.43266148
724	28.42158286
725	28.4093695
726	28.39795168
727	28.38521729
728	28.37238364
729	28.360218
730	28.35058765
731	28.33753578
732	28.32463914
733	28.30720613
734	28.29877845
735	28.28900177
736	28.27765686
737	28.26922315
738	28.25708502
739	28.24595916
740	28.2366079
741	28.2222388
742	28.21193325
743	28.20420175
744	28.19397679
745	28.17925877
746	28.16501222
747	28.15367067
748	28.14757539
749	28.1367854
750	28.12614706
751	28.11773317
752	28.10387143
753	28.09286678
754	28.08165346
755	28.07120818
756	28.05916571
757	28.04803751
758	28.03695856
759	28.02640182
760	28.01915593
761	28.01014106
762	27.99715156
763	27.99008071
764	27.97952875
765	27.96842375
766	27.95273125
767	27.9418611
768	27.93097762
769	27.92050735
770	27.91096315
771	27.90329845
772	27.89276163
773	27.88245695
774	27.87260204
775	27.86231701
776	27.85166312
777	27.83974513
778	27.82750497
779	27.82193511
780	27.81327618
781	27.8012593
782	27.79291117
783	27.78084425
784	27.76971442
785	27.75739646
786	27.74795996
787	27.7404815
788	27.73031795
789	27.71940609
790	27.70985844
791	27.70203703
792	27.68872609
793	27.67699297
794	27.66892039
795	27.65857241
796	27.64715236
797	27.63673099
798	27.62385661
799	27.61294573
800	27.60507422
801	27.59704349
802	27.5856518
803	27.57491201
804	27.56704714
805	27.55722554
806	27.54385875
807	27.53369312
808	27.52231612
809	27.51286826
810	27.49997399
811	27.49172015
812	27.48175514
813	27.47131225
814	27.45842978
815	27.44755858
816	27.4352274
817	27.42839973
818	27.41928853
819	27.40944535
820	27.39997209
821	27.38919929
822	27.37617033
823	27.36576845
824	27.35864099
825	27.34801157
826	27.33762431
827	27.32563499
828	27.3119005
829	27.30309762
830	27.29114714
831	27.27686378
832	27.26850439
833	27.26305996
834	27.25365694
835	27.24385218
836	27.23476697
837	27.22577898
838	27.21466361
839	27.20461746
840	27.19592632
841	27.18718583
842	27.17648604
843	27.16951444
844	27.16068101
845	27.15134939
846	27.14288701
847	27.13471649
848	27.12580626
849	27.11546262
850	27.10675748
851	27.0981505
852	27.08880875
853	27.08085334
854	27.07008552
855	27.06198439
856	27.05231319
857	27.04336711
858	27.031464
859	27.02079087
860	27.01446403
861	27.00614668
862	26.99933108
863	26.99189975
864	26.98388648
865	26.97849007
866	26.96863633
867	26.95990023
868	26.94764137
869	26.93865241
870	26.92904129
871	26.92178254
872	26.91408855
873	26.90343064
874	26.89419176
875	26.88381728
876	26.87450626
877	26.86610915
878	26.86011117
879	26.85183168
880	26.84189928
881	26.83491785
882	26.82830563
883	26.81979185
884	26.80861309
885	26.79867564
886	26.7893308
887	26.78262223
888	26.77188476
889	26.76616317
890	26.75539804
891	26.74758875
892	26.73805466
893	26.7266448
894	26.71975229
895	26.70878781
896	26.6998327
897	26.69204064
898	26.68651985
899	26.67600497
900	26.66906959
901	26.66267274
902	26.65544467
903	26.64570194
904	26.63729787
905	26.62837478
906	26.61766922
907	26.60870857
908	26.60040019
909	26.59088004
910	26.58069962
911	26.57601964
912	26.56958994
913	26.55837499
914	26.54874871
915	26.54326732
916	26.53566354
917	26.52436132
918	26.51821649
919	26.51115875
920	26.50404127
921	26.49671598
922	26.49267198
923	26.48668324
924	26.47713809
925	26.46604198
926	26.45875269
927	26.4499667
928	26.44587795
929	26.4369973
930	26.43022151
931	26.42345341
932	26.41427462
933	26.40668931
934	26.39987758
935	26.39346876
936	26.38592909
937	26.37891243
938	26.37029358
939	26.36020375
940	26.35305107
941	26.34553224
942	26.33970577
943	26.32792559
944	26.32296749
945	26.31370298
946	26.30579795
947	26.29894265
948	26.29096624
949	26.28360824
950	26.2735222
951	26.26730783
952	26.26115514
953	26.25121083
954	26.24291871
955	26.23771033
956	26.23072662
957	26.2227116
958	26.20927789
959	26.20071832
960	26.19369847
961	26.18214013
962	26.17577195
963	26.16655587
964	26.15800056
965	26.15062443
966	26.14145677
967	26.13225917
968	26.12304723
969	26.11157159
970	26.10152007
971	26.09293793
972	26.08799437
973	26.0805606
974	26.07309814
975	26.06709238
976	26.06143123
977	26.05286031
978	26.04474332
979	26.03583736
980	26.02959903
981	26.02135346
982	26.01181732
983	26.00232319
984	25.99618395
985	25.99010409
986	25.98098335
987	25.97505417
988	25.96839237
989	25.96030052
990	25.95443539
991	25.94821332
992	25.941656
993	25.93312913
994	25.92344452
995	25.91740692
996	25.91298378
997	25.90539833
998	25.89815605
999	25.89136553
1000	25.8837563
1001	25.87673234
1002	25.87111747
1003	25.86370967
1004	25.85654132
1005	25.8471443
1006	25.83905628
1007	25.83013547
1008	25.82087256
1009	25.81130143
1010	25.80455332
1011	25.7952832
1012	25.78912282
1013	25.78351449
1014	25.77405188
1015	25.76880137
1016	25.76116885
1017	25.75357251
1018	25.74826475
1019	25.7412092
1020	25.7342804
1021	25.72664469
1022	25.72126275
1023	25.71525798
1024	25.70937687
1025	25.70186857
1026	25.69317769
1027	25.68417537
1028	25.67750657
1029	25.66910653
1030	25.66105043
1031	25.65203286
1032	25.64618483
1033	25.63810936
1034	25.63081391
1035	25.6235211
1036	25.61567826
1037	25.60538549
1038	25.59532017
1039	25.59004642
1040	25.58278067
1041	25.57686975
1042	25.57044677
1043	25.56239961
1044	25.55685335
1045	25.55144624
1046	25.54326244
1047	25.53776408
1048	25.53099569
1049	25.52285911
1050	25.51611194
1051	25.50801286
1052	25.49913262
1053	25.49220207
1054	25.48324301
1055	25.4759692
1056	25.46907187
1057	25.46230044
1058	25.45488061
1059	25.4480954
1060	25.43901086
1061	25.43153532
1062	25.42431766
1063	25.41719755
1064	25.41218163
1065	25.40463928
1066	25.39575449
1067	25.38807446
1068	25.3801145
1069	25.37580021
1070	25.36834541
1071	25.36068861
1072	25.35361038
1073	25.34720769
1074	25.34011706
1075	25.33278929
1076	25.32552325
1077	25.32040178
1078	25.31426382
1079	25.30836021
1080	25.30143668
1081	25.29556769
1082	25.28803221
1083	25.28042183
1084	25.27300386
1085	25.26866018
1086	25.26300279
1087	25.25888412
1088	25.25178805
1089	25.24461096
1090	25.23677947
1091	25.23001995
1092	25.22349942
1093	25.21890869
1094	25.21290699
1095	25.20741839
1096	25.20215372
1097	25.19173771
1098	25.18637611
1099	25.17907138
1100	25.17436241
1101	25.16749825
1102	25.15930129
1103	25.15018321
1104	25.14306194
1105	25.13534738
1106	25.12726981
1107	25.11844137
1108	25.11306711
1109	25.10579807
1110	25.09976889
1111	25.09365327
1112	25.08528507
1113	25.08234274
1114	25.07536767
1115	25.06925184
1116	25.06516263
1117	25.05854476
1118	25.05117486
1119	25.04386026
1120	25.03670607
1121	25.02738336
1122	25.0196037
1123	25.01363587
1124	25.00354614
1125	24.99851412
1126	24.99265569
1127	24.9832042
1128	24.97217446
1129	24.96136786
1130	24.95707456
1131	24.95285821
1132	24.94859192
1133	24.94301398
1134	24.93573413
1135	24.92874118
1136	24.92365048
1137	24.91917923
1138	24.91381847
1139	24.90855032
1140	24.89686714
1141	24.8896384
1142	24.87826809
1143	24.87035882
1144	24.86362968
1145	24.85626041
1146	24.85238652
1147	24.8454449
1148	24.83910082
1149	24.83375329
1150	24.82951062
1151	24.8228833
1152	24.81805624
1153	24.81213656
1154	24.807925
1155	24.80353778
1156	24.79915774
1157	24.79202412
1158	24.78619784
1159	24.7794066
1160	24.77518319
1161	24.76689668
1162	24.75881011
1163	24.75264529
1164	24.7485694
1165	24.74268633
1166	24.73913073
1167	24.73516203
1168	24.73066823
1169	24.72268295
1170	24.71597911
1171	24.71058488
1172	24.70464498
1173	24.69981264
1174	24.69387957
1175	24.68785444
1176	24.68105617
1177	24.67230367
1178	24.66632871
1179	24.66054226
1180	24.6525689
1181	24.64612223
1182	24.63911934
1183	24.63296775
1184	24.62396216
1185	24.61565185
1186	24.60858999
1187	24.59973809
1188	24.59322698
1189	24.58673228
1190	24.57956442
1191	24.57312167
1192	24.56665772
1193	24.56231921
1194	24.55586054
1195	24.5485923
1196	24.54346068
1197	24.53746587
1198	24.5316917
1199	24.52539472
1200	24.51961674
1201	24.51413004
1202	24.50978564
1203	24.50423447
1204	24.50057331
1205	24.49560662
1206	24.49213008
1207	24.48554251
1208	24.48024705
1209	24.47357372
1210	24.46664581
1211	24.46223964
1212	24.45678243
1213	24.44848922
1214	24.44178247
1215	24.43459403
1216	24.4270824
1217	24.42062827
1218	24.41624995
1219	24.41248453
1220	24.40735854
1221	24.40281013
1222	24.39754438
1223	24.39261597
1224	24.38399332
1225	24.37691184
1226	24.3720228
1227	24.3670137
1228	24.35900773
1229	24.35286359
1230	24.34681098
1231	24.3402573
1232	24.33681724
1233	24.32841442
1234	24.32022388
1235	24.3150235
1236	24.30874864
1237	24.30261677
1238	24.29840856
1239	24.29047135
1240	24.28602529
1241	24.2808695
1242	24.27399998
1243	24.26898612
1244	24.26388419
1245	24.25903142
1246	24.25019395
1247	24.24559585
1248	24.23936242
1249	24.23538222
1250	24.22599112
1251	24.2213
1252	24.21666522
1253	24.21173027
